1	0
2	4.65463e-21
3	1.17505e-22
4	8.61971e-22
5	-2.02312e-21
6	2.12777e-21
7	9.26101e-22
8	-1.33266e-21
9	2.33423e-21
10	-2.32632e-21
11	1.18456e-21
12	2.89091e-21
13	-5.69554e-22
14	3.05507e-21
15	-3.46318e-22
16	2.12746e-21
17	-3.89613e-21
18	-4.16206e-22
19	-5.78505e-22
20	-2.19747e-21
21	6.01407e-22
22	3.38306e-21
23	1.09087e-21
24	8.81169e-22
25	3.7366e-21
26	-3.09065e-21
27	-5.64243e-22
28	-3.33148e-21
29	6.27952e-22
30	1.23365e-21
31	-3.24609e-22
32	-9.46789e-22
33	2.78226e-21
34	-3.30807e-21
35	8.41871e-22
36	-1.45916e-22
37	-2.42623e-22
38	-1.82209e-21
39	-2.23217e-21
40	-3.90295e-22
41	-8.13172e-22
42	-1.46703e-21
43	1.25227e-21
44	-5.95619e-22
45	1.54517e-21
46	4.54928e-22
47	2.77518e-21
48	2.03921e-21
49	-2.82125e-21
50	-1.43419e-21
51	-3.03424e-21
52	-1.48731e-21
53	4.93091e-21
54	4.62537e-22
55	-5.67276e-21
56	-2.16709e-21
57	5.30172e-21
58	1.84662e-21
59	4.38984e-22
60	1.88924e-21
61	1.17259e-21
62	3.74599e-21
63	-9.23728e-23
64	1.87131e-21
65	1.06613e-21
66	1.80087e-21
67	-7.4148e-22
68	1.65007e-21
69	-7.0964e-22
70	-3.47674e-21
71	-1.10699e-21
72	-2.13588e-21
73	-5.30833e-23
74	-3.83432e-22
75	-3.02511e-21
76	-2.4992e-21
77	2.64512e-21
78	1.97425e-21
79	4.64354e-22
80	-4.77098e-21
81	-3.97704e-21
82	3.04114e-22
83	-5.32554e-22
84	3.29858e-21
85	4.42319e-21
86	6.5345e-22
87	3.12354e-21
88	-4.7062e-22
89	1.63553e-21
90	1.59274e-21
91	-2.3786e-22
92	4.5444e-21
93	2.88689e-21
94	2.45988e-21
95	-4.55161e-21
96	-8.57908e-22
97	1.34967e-21
98	-4.87251e-21
99	-1.08751e-21
100	-4.95945e-22
101	7.60544e-22
102	-2.40769e-21
103	-2.4464e-21
104	-2.89439e-21
105	-1.42134e-21
106	2.28994e-21
