1	0
2	6.56368e-22
3	-4.09454e-23
4	-1.25028e-21
5	-9.09899e-23
6	-5.52557e-21
7	1.86116e-22
8	1.8198e-22
9	-2.33265e-22
10	6.71836e-21
11	9.21976e-21
12	1.31141e-20
13	2.04826e-20
14	2.18343e-20
15	-8.70856e-21
16	1.76553e-20
17	-1.70333e-20
18	2.11411e-20
19	9.03281e-22
20	-2.79802e-20
21	1.48611e-20
22	1.34764e-20
23	8.44055e-21
24	-2.33761e-20
25	1.63682e-20
26	-7.5869e-21
27	-3.36993e-20
28	-2.5411e-21
29	3.53239e-20
30	-7.88667e-20
31	-9.90499e-20
32	-1.3802e-19
33	7.23948e-20
34	-2.50536e-20
35	-1.06839e-20
36	1.46891e-19
37	-1.17552e-19
38	-6.89538e-20
39	1.06223e-19
40	-9.51489e-20
41	1.16179e-19
42	-7.61271e-20
43	1.2094e-19
44	2.49478e-21
45	-5.82335e-22
46	-3.05633e-19
47	1.18651e-19
48	-1.53101e-19
49	2.58861e-19
50	-1.05945e-19
51	1.07183e-19
52	9.18766e-20
53	-1.72424e-19
54	-3.58328e-19
55	-1.7926e-19
56	4.27222e-20
57	-3.41546e-19
58	1.58025e-20
59	-3.28755e-19
60	-1.42897e-19
61	-1.49594e-19
62	-6.78817e-20
63	-3.13389e-19
64	-3.51353e-19
65	-2.79117e-19
66	-2.07225e-19
67	-4.30663e-20
68	-1.66468e-19
69	-1.54279e-19
70	-9.66809e-21
71	-1.45412e-19
72	1.35539e-19
73	1.85897e-19
74	-2.59708e-19
75	2.10699e-20
76	1.68877e-20
77	-2.54818e-19
78	-2.83002e-19
79	3.00829e-20
80	-8.78188e-19
81	-4.16839e-19
82	2.4507e-19
83	6.63399e-19
84	-6.42554e-19
85	7.80858e-20
86	3.5271e-20
87	-2.24967e-19
88	-1.60063e-19
89	-3.72086e-19
90	-6.55815e-19
91	5.49936e-19
92	2.2715e-19
93	3.746e-19
94	-1.05805e-18
95	-9.98731e-19
96	-1.01007e-18
97	1.21867e-19
98	-9.97752e-19
99	4.14173e-19
100	1.92435e-20
101	-9.76285e-19
102	6.64339e-19
103	-2.23048e-19
104	-7.13241e-19
105	3.11655e-19
106	-1.62783e-18
