1	0
2	-8.5068e-22
3	1.84537e-21
4	-1.03308e-21
5	1.07792e-21
6	1.07436e-21
7	-7.33758e-22
8	1.36356e-21
9	-3.58834e-21
10	2.69358e-21
11	-7.33422e-21
12	5.82551e-21
13	2.9244e-21
14	-7.45098e-21
15	-3.01582e-21
16	2.33791e-21
17	-1.31404e-20
18	1.34963e-21
19	-7.24145e-21
20	2.95989e-20
21	-6.67452e-21
22	3.28674e-20
23	2.54257e-20
24	2.40674e-20
25	4.87466e-20
26	-2.91816e-20
27	1.93559e-20
28	5.19475e-20
29	1.35275e-20
30	4.88102e-20
31	-1.07874e-21
32	2.37397e-20
33	-3.34206e-20
34	9.82023e-20
35	-1.19512e-20
36	1.19478e-20
37	-1.00098e-20
38	-5.57303e-20
39	-1.3798e-19
40	-3.15652e-20
41	1.26608e-20
42	-1.49495e-19
43	-1.28691e-19
44	3.41448e-20
45	2.37778e-20
46	6.67789e-20
47	1.18283e-19
48	-1.64449e-19
49	-5.57329e-20
50	1.08678e-20
51	-1.59252e-19
52	2.57573e-19
53	-7.7202e-20
54	-1.42813e-19
55	1.22672e-19
56	5.95236e-20
57	-4.39627e-20
58	6.82314e-20
59	-1.27032e-19
60	2.50669e-19
61	6.77373e-20
62	-2.85529e-19
63	-3.27604e-20
64	-2.03341e-19
65	-3.39163e-20
66	-7.29185e-20
67	-4.08767e-19
68	-4.44827e-19
69	-1.65004e-19
70	5.43834e-19
71	2.47123e-19
72	1.57856e-19
73	-7.6936e-19
74	2.15361e-19
75	-5.63923e-19
76	-3.04078e-19
77	-1.23131e-19
78	-8.77249e-20
79	-2.94476e-19
80	8.70647e-19
81	5.17732e-19
82	1.2014e-19
83	-3.42744e-20
84	4.21336e-19
85	-3.55811e-19
86	1.91691e-19
87	-9.80066e-19
88	2.25639e-19
89	-1.44805e-19
90	-4.7495e-19
91	-5.08447e-19
92	2.41e-19
93	-7.14846e-19
94	5.7393e-19
95	-4.45063e-19
96	-1.08414e-19
97	-3.72214e-19
98	-1.287e-18
99	-8.28935e-22
100	-8.01751e-19
101	-4.28128e-19
102	2.42543e-20
103	-1.0986e-18
104	2.58191e-19
105	-1.00651e-19
106	-8.66389e-19
